Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads,Treatment
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_186_length_7593_cov_2_302036-cat_2,0.000162151,Caudovirales,Caudovirales,N,lytic,Singleton,NA,182,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_673_length_3084_cov_2_473453-cat_2,0.000162656,Caudovirales,Siphoviridae,N,lytic,773_0,NA,75,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_162_length_3123_cov_2_666555-cat_2,0.000162969,Unassigned,Unassigned,N,lytic,758_0,NA,75,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_423_length_4270_cov_2_613324-cat_2,0.000163836,Unassigned,Unassigned,N,lytic,Singleton,NA,103,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_310_length_3335_cov_1_611596-cat_2,0.000163844,Unassigned,Unassigned,N,lytic,Outlier,NA,86,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_114_length_4532_cov_5_517064-cat_1,0.000164097,Caudovirales,Siphoviridae,N,lytic,Overlap,NA,143,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_16_length_5259_cov_2_600740-cat_2,0.000164375,Caudovirales,Myoviridae,N,lytic,Outlier,NA,123,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_48_length_6800_cov_2_009291-cat_2,0.000165677,Caudovirales,Caudovirales,N,lytic,734_0,Bacteroides,168,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_145_length_3486_cov_2_553439-cat_2,0.000166424,Unassigned,Unassigned,N,lytic,565_0,NA,84,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_148_length_3358_cov_2_183478-cat_2,0.000166509,Unassigned,Unassigned,N,lytic,813_0,NA,94,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_231_length_3050_cov_1_679439-cat_2,0.000166831,Unassigned,Unassigned,N,lytic,Outlier,NA,76,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_153_length_8921_cov_2_770866-cat_2,0.000167721,Caudovirales,Myoviridae,N,lytic,Singleton,NA,218,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_69_length_15571_cov_4_017483-cat_2,0.000167886,Caudovirales,Siphoviridae,N,lysogenic,419_0,NA,409,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_489_length_3868_cov_2_219727-cat_2,0.000168465,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,100,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_36_length_11640_cov_3_358377-cat_1,0.000168621,Caudovirales,Siphoviridae,N,lytic,583_0,Bifidobacterium,336,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_222_length_6658_cov_2_466391-cat_2,0.000168881,Caudovirales,Caudovirales,N,lysogenic,Singleton,NA,187,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_73_length_15317_cov_5_801514-cat_2,0.000169004,Caudovirales,Myoviridae,N,lytic,Overlap,NA,376,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_116_length_4640_cov_3_411700-cat_2,0.000169388,Caudovirales,Caudovirales,N,lysogenic,Outlier,Bacteroides,122,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_12_length_5464_cov_2_185123-cat_2,0.000169633,Caudovirales,Podoviridae,N,lytic,Outlier,NA,136,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_143_length_9273_cov_2_466761-cat_1,0.000171168,Caudovirales,Siphoviridae,N,lytic,207_0,NA,269,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_336_length_4976_cov_2_900598-cat_2,0.000172247,Caudovirales,Caudovirales,N,lytic,Singleton,NA,125,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_77_length_6136_cov_2_554668-cat_2,0.000172408,Unassigned,Unassigned,N,lytic,570_0,NA,164,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_50_length_19520_cov_3_413190-cat_2,0.000172918,Caudovirales,Siphoviridae,N,lysogenic,900_0,Bifidobacterium,561,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_125_length_10289_cov_4_335957-cat_2,0.000173067,Caudovirales,Siphoviridae,N,lytic,476_0,NA,261,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_225_length_6592_cov_2_483991-cat_2,0.000173774,Caudovirales,Siphoviridae,N,lytic,765_0,NA,182,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_647_length_3157_cov_2_717822-cat_2,0.000174735,Unassigned,Unassigned,N,lytic,Singleton,NA,90,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_479_length_3909_cov_2_811475-cat_1,0.000175403,Caudovirales,Myoviridae,N,lytic,Outlier,NA,101,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_15_length_21016_cov_4_357987-cat_1,0.000175869,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,580,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_79_length_5963_cov_1_877485-cat_2,0.000176117,Caudovirales,Siphoviridae,N,lytic,734_0,Bacteroides,162,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_149_length_5713_cov_2_423022-cat_2,0.00017765,Unassigned,Unassigned,N,lytic,Outlier,NA,156,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_135_length_3760_cov_1_900083-cat_2,0.000178286,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,98,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_42_length_8299_cov_3_740578-cat_2,0.000178509,Caudovirales,crAssphage,Y,lytic,Outlier,NA,216,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_26_length_5595_cov_3_889722-cat_2,0.000178901,Unassigned,Unassigned,N,lytic,758_0,Bacteroides,150,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_41_length_4408_cov_1_745387-cat_2,0.000179789,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,115,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_152_length_8944_cov_2_928320-cat_3,0.000179894,Caudovirales,Myoviridae,N,lytic,Singleton,NA,231,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_150_length_8989_cov_2_780072-cat_1,0.000180078,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,250,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_174_length_8034_cov_2_868345-cat_1,0.000180206,Caudovirales,Caudovirales,N,lytic,Singleton,NA,215,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_19_length_9429_cov_4_947001-cat_2,0.000180867,Unassigned,Unassigned,N,lysogenic,717_0,NA,283,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_32_length_6318_cov_42_155710-circular-cat_2,0.000181118,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,168,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_539_length_3604_cov_2_687567-cat_2,0.000181693,Unassigned,Unassigned,N,lytic,Outlier,NA,109,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_66_length_6933_cov_2_309139-cat_2,0.000182038,Caudovirales,Caudovirales,N,lysogenic,813_0,Bifidobacterium,205,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_168_length_3031_cov_1_907025-cat_2,0.000182664,Unassigned,Unassigned,N,lysogenic,Outlier,NA,94,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_57_length_7790_cov_1_982513-cat_2,0.000183115,Unassigned,Unassigned,N,lytic,890_0,NA,210,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_566_length_3486_cov_2_571301-cat_2,0.000183422,Caudovirales,Siphoviridae,N,lytic,Singleton,NA,111,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_51_length_18532_cov_5_354143-cat_2,0.000184773,Caudovirales,Siphoviridae,N,lytic,649_0,NA,518,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_174_length_5079_cov_2_609451-cat_2,0.00018614,Unassigned,Unassigned,N,lytic,Outlier,NA,141,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_94_length_12477_cov_2_889150-cat_2,0.000186367,Caudovirales,Myoviridae,N,lysogenic,Singleton,Lachnospira,339,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_52_length_8891_cov_3_346988-cat_2,0.000186734,Caudovirales,Caudovirales,N,lytic,527_0,NA,249,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_15_length_6317_cov_19_035218-circular-cat_2,0.000187032,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,178,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_9_length_8665_cov_194_240572-cat_2,0.000187947,Unassigned,crAssphage,Y,lytic,783_0,NA,232,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_174_length_3942_cov_2_130275-cat_2,0.000188402,Caudovirales,Siphoviridae,N,lytic,840_0,NA,114,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_372_length_4663_cov_2_998236-cat_2,0.000188557,Unassigned,Unassigned,N,lytic,Singleton,NA,139,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_22_length_4166_cov_1_955435-cat_2,0.000188589,Unassigned,Unassigned,N,lytic,685_0,Bacteroides,120,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_9_length_36462_cov_7_177185-cat_1,0.000189105,Caudovirales,Siphoviridae,N,lysogenic,143_0,NA,1073,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_60_length_17034_cov_8_264979-cat_2,0.000190524,Caudovirales,Siphoviridae,N,lysogenic,527_0,Bacteroides,481,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_308_length_5300_cov_3_123719-circular-cat_1,0.000190619,no_order_Microviridae,Microviridae,N,lytic,757_0,NA,149,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_63_length_7532_cov_3_069278-cat_2,0.000190961,Caudovirales,Siphoviridae,N,lysogenic,900_0,Bifidobacterium,241,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_28_length_4657_cov_2_692274-cat_2,0.000191193,Caudovirales,crAssphage,Y,lytic,783_0,NA,129,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_503_length_3769_cov_3_097474-cat_2,0.000191796,Caudovirales,Siphoviridae,N,lytic,Singleton,NA,106,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_21_length_20993_cov_3_100259-cat_2,0.000192075,Caudovirales,Podoviridae,N,lytic,762_0,NA,607,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_243_length_6243_cov_2_689993-cat_2,0.000192671,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,205,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_224_length_6599_cov_2_713690-cat_2,0.000192698,Caudovirales,Siphoviridae,N,lysogenic,Singleton,Bifidobacterium,217,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_17_length_24983_cov_13_598528-cat_2,0.00019432,Caudovirales,Podoviridae,N,lysogenic,469_0,NA,535,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_281_length_5679_cov_3_194524-cat_2,0.000194346,Unassigned,Unassigned,N,lytic,Singleton,Roseburia,166,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_498_length_3819_cov_2_960455-cat_2,0.000194517,Unassigned,Unassigned,N,lysogenic,Outlier,NA,117,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_242_length_6259_cov_3_163405-cat_2,0.000194693,Unassigned,Unassigned,N,lysogenic,Singleton,NA,178,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_600_length_3324_cov_2_955896-cat_2,0.000194947,Caudovirales,Siphoviridae,N,lytic,Singleton,NA,107,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_83_length_5797_cov_2_732275-cat_2,0.000194992,Unassigned,Unassigned,N,lytic,Outlier,NA,166,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_55_length_8018_cov_2_862628-cat_2,0.000196141,Caudovirales,Siphoviridae,N,lytic,478_0,NA,233,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_73_length_3684_cov_276_950520-cat_2,0.000196181,Unassigned,Unassigned,N,lytic,Outlier,Erysipelatoclostridium,108,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_97_length_3648_cov_2_535359-cat_2,0.000196825,Caudovirales,Caudovirales,N,lytic,Outlier,NA,122,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_51_length_10837_cov_2_276937-cat_2,0.000197149,Caudovirales,Podoviridae,N,lytic,Outlier,Parabacteroides,312,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_415_length_4324_cov_2_584227-cat_2,0.000197561,Caudovirales,Siphoviridae,N,lytic,209_0,NA,156,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_73_length_3927_cov_1_386053-cat_2,0.000198617,Unassigned,Unassigned,N,lytic,Outlier,Alistipes,125,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_117_length_6445_cov_3_579139-cat_2,0.000198958,Unassigned,Unassigned,N,lytic,Outlier,Parabacteroides,186,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_302_length_3387_cov_3_575767-cat_2,0.000199889,Unassigned,Unassigned,N,lytic,Outlier,NA,101,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_163_length_8394_cov_3_291762-cat_2,0.000200929,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,247,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_110_length_11397_cov_3_205324-cat_3,0.000201731,Caudovirales,Myoviridae,N,lytic,Singleton,Corynebacterium,332,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_120_length_6387_cov_1_694888-cat_2,0.000202431,Unassigned,Unassigned,N,lytic,725_0,Bifidobacterium,212,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_45_length_4767_cov_3_055603-cat_1,0.000204192,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,184,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_12_length_19291_cov_3_801607-cat_2,0.000204742,Caudovirales,Podoviridae,N,lytic,316_0,Parabacteroides,582,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_34_length_5508_cov_2_703029-cat_1,0.000205207,Caudovirales,Siphoviridae,N,lytic,Overlap,NA,211,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_13_length_5033_cov_9_619446-cat_2,0.000205456,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,154,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_114_length_11129_cov_2_928104-cat_2,0.000205569,Caudovirales,Siphoviridae,N,lysogenic,708_0,NA,368,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_56_length_6318_cov_47_546115-circular-cat_2,0.000206005,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,186,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_440_length_4148_cov_3_344690-cat_2,0.000208159,Caudovirales,Siphoviridae,N,lytic,Singleton,NA,125,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_484_length_3885_cov_3_270357-cat_2,0.0002096,Unassigned,Unassigned,N,lytic,Outlier,NA,131,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_68_length_15599_cov_5_823552-cat_1,0.000209674,Caudovirales,Podoviridae,N,lysogenic,469_0,NA,538,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_16_length_7999_cov_2_435595-cat_2,0.000209714,Caudovirales,Caudovirales,N,lysogenic,654_0,Bacteroides,253,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_31_length_4837_cov_2_548751-cat_2,0.000209884,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,148,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_5_length_28185_cov_11_124029-cat_1,0.00021075,Caudovirales,Siphoviridae,N,lysogenic,Overlap,Bacteroides,895,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_331_length_3175_cov_1_801837-cat_2,0.000211341,Unassigned,Unassigned,N,lytic,739_0,NA,105,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_237_length_6316_cov_26_917273-circular-cat_2,0.000211905,no_order_Microviridae,Microviridae,N,lytic,685_0,Bacteroides,193,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_310_length_5244_cov_2_900332-cat_2,0.000212316,Caudovirales,Siphoviridae,N,lytic,207_0,NA,189,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_2_length_12904_cov_3_497456-cat_2,0.000212824,Caudovirales,Podoviridae,N,lysogenic,654_0,Bacteroides,403,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_255_length_6075_cov_3_285306-cat_2,0.000213345,Unassigned,Unassigned,N,lytic,Overlap,NA,203,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_97_length_12332_cov_5_232610-cat_2,0.000213364,Caudovirales,Caudovirales,N,lysogenic,813_0,Bifidobacterium,436,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_229_length_4197_cov_1_637101-cat_2,0.000214013,Unassigned,Unassigned,N,lytic,758_0,Bacteroides,141,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_90_length_12859_cov_3_759975-cat_2,0.000214278,Caudovirales,Siphoviridae,N,lysogenic,66_0,NA,418,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_40_length_5214_cov_43_176725-cat_2,0.000214999,Caudovirales,Siphoviridae,N,lytic,760_0,Bacteroides,179,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_45_length_4622_cov_2_674527-cat_2,0.000215113,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,145,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_542_length_3594_cov_3_402942-cat_3,0.000216245,Unassigned,Unassigned,N,lytic,Singleton,NA,121,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_247_length_3151_cov_2_216931-cat_2,0.000216469,Unassigned,Unassigned,N,lytic,Outlier,NA,110,UC_Stock
Galaxy2591-[Bowtie2_on_collection_1928__alignments__MI.M06648_0070.001.IDT_i7_57---IDT_i5_57],VIRSorter_NODE_245_length_6195_cov_3_318886-cat_2,0.00021659,Caudovirales,Caudovirales,N,lytic,Singleton,NA,204,UC_Stock
